FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel
"SSS 2017","Adams Lake II","WaterBridge Steel Inc","N/A","N/A","Canada","May 2017","30m","","","158","0","","John Deere","4045 AFM"
"SSS 2017","Aditya","Navgathi Marine Design & Construction","NavAlt Solar & Electric Boats","Kerala State Water","India","January 2017","21,18m","7,5knots(2 x18kW@700rpm)","","39","0","23,18tonnes","NiAlBr",""
"SSS 2017","Alusafe 1200 TWJ FRDC","Maritime Partner","Maritime Partner","Havila Shipping","Norway","November 2017","12m","34knots","","","0","","Volvo Penta","D6"
"SSS 2017","Antarctic","Atlas Tersanecilik","Offshore Ship Designers","Stream Shipping Ltd","Russia","August 2017","66,29m","12knots","","1526","1","","Cummins","QSK60-M"
"SSS 2017","BAP Carrasco","Construcciones Navales Paulino Freire","Skipsteknisk","Marina de Guerra del Peru","Peru","March 2017","95,3m","16,5knots","","5716","0","6,388tonnes","Caterpillar","Cat 3516C"
"SSS 2017","Bravo 72","Cheoy Lee Shipyards Ltd","Howard Apollonio (naval architecture) / Gurit (Asia-Pacific) Ltd, New Zealand (structural engineering) / Sylvia Bolton (interior design)","Cheoy Lee Shipyards","US","December 2016","23,44m 21,95m (excluding stern platform)","28knots","","","0","42,6tonnes","Volvo Penta","IPS1050"
"SSS 2017","Carson Interceptor 950","Probond Marine Ltd","Barry Carson","Probond and others","UK","April 2017","9,5m","70knots (approx,)","","","1","6,5tonnes","Up to customer","Up to customer"
"SSS 2017","Dithmarschen","N Sundin Dockstavarvet","N Sundin Dockstavarvet","Generaldirektion","Germany","December 2017","28,5m","14,3knots","","120","0","125tonnes","Caterpillar","C32"
"SSS 2017","Dux","Astilleros Gondán","Robert Allan Ltd","Østensjø Rederi AS","Norway","May 2017","40,2m","15knots","","1056","2","1,545,9tonnes","Wärtsilä","6L34DF"
"SSS 2017","Elbphilharmonie","Pella Sietas","Pella Sietas / SDC","HADAG Seetouristik und","Germany","April 2017","29,98m","","","","0","","Scania","DI13"
"SSS 2017","Elektra","Crist S,A","Stogda (outline by Deltamarin)","FinFerries","Finland","June 2017","97,92m","","","1275","0","","Scania","DI16 075M"
"SSS 2017","Emmanuel","Crisp Bros & Haywards","Møre Maritime","De Bruyn Transport","Australia","August 2017","36m","11,7knots","","672","0","1,010tonnes","Cummins","KTA-38"
"SSS 2017","Forth Hope","D Abels Bristol (hull & machinery) / Babcock Marine Rosyth (outfitting)","RW Marshall, FRINA","Vine Trust","UK","July 2017","35m","10,2knots","","327","3","270,5tonnes","Caterpillar","C12"
"SSS 2017","Hydroville","BW Seacat Ltd","Iain Worrallo/Steven Lee","CMB Technologies","Belgium","November 2017","14m","23knots","","21","23","14tonnes","Volvo","D4 300"
"SSS 2017","John L, Behan","Silver Ships, LLC","Silver Ships, LLC","Montauk Fire Department and partners","US","July 2017","12,8m","45knots+","","","0","8,26tonnes","Yamaha",""
"SSS 2017","Jupiter Clipper / Mercury Clipper","Wight Shipyard Co","One2three Naval Architects","MBNA Thames Clippers","UK","June /August 2017","35,37m","","","","","","Scania","DI16 072M"
"SSS 2017","Klara 1","Tuco Marine","Tuco Marine","AKVA","Norway","July 2017","14,9m","34,8knots","","128","0","22,8tonnes","Volvo Penta","D11"
"SSS 2017","Lunch Box","Horizon Shipbuilding","Incat Crowther","Hornblower Cruises","US","April 2017","26m","27knots","","","13","75tonnes","Baudouin","6M26,3 (P3 rated)"
"SSS 2017","Marcap Tam 1 / Marcap Tam 2","Tor Marine","Macduff Ship Design","Saudi MarCap","Saudi Arabia","March 2017","27m","18,1knots","","146","2","167,4tonnes","Yanmar","12 AYM – WGT"
"SSS 2017","MO4","Aluminium Marine Consultants Ltd","Walker Marine Design Ltd","Mainprize Offshore Ltd","UK","July 2017","22,59m","28knots","","6836","3","99,5tonnes","Caterpillar","C32"
"SSS 2017","MS Diamant","Shiptec AG","Shiptec AG","Schiffahrtsgesellschaft des Vierwaldstättersees","Switzerland","May 2017","63,5m","16,5knots","","","0","340tonnes (empty) 440tonnes (fully loaded)","Scania","DI 13 070M"
"SSS 2017","","N/A","N/A","N/A","N/A","","","","","","","","Siemens","1FV5168"
"SSS 2017","Murjan 40","Damen Shipyards","Damen Shipyards","Murjan Al-Sharq","Saudi Arabia","August 2017","19,05m","9,2knots","","98","0","224tonnes","Caterpillar","C-18 TA/B"
"SSS 2017","PA72","Composite Shipbuilding","Albatross Marine Design","Private and government","Russia","August 2017","7,2m","37knots","","329","13","2,8tonnes","Outboard engines",""
"SSS 2017","RT Borkum","Padmos Stellendam","Robert Allan Ltd","Rotortug","The Netherlands","May 2017","15m","10knots","","94","0","133tonnes","Scania","DI09 070M"
"SSS 2017","SEACOR Puma/ SEACOR Panther","Astilleros Armon","Incat Crowther","SEACOR Marine","N/A","September 2017","57,3m","42knots","","","3","580tonnes","Cummins","QSK 95"
"SSS 2017","Sleypnir","Rafnar","Össur Kristinson/ Páll Einarsson","Rafnar","Iceland","January 2018","8,5m","30knots","","","3","3,6tonnes","MJP UJ","251HTH"
"SSS 2017","Spirit of Rathlin","Arklow Marine Services","Argyll Maritime Design Services","N/A","UK","January 2017","28,17m","10,5knots","","10503","0","259,4tonnes","Scania","DI13 071M"
"SSS 2017","TCSG-902","Damen Shipyards","Damen Shipyards","Turkish Coast","Turkey","June 2017","19,45m","33knots+","","45","6","37tonnes","MTU","8V2000M84L 1D"
"SSS 2017","Thunder Child","Safehaven Marine","Frank Kowalski","Safehaven","Ireland","N/A","17,5m","54knots","","","0","13,9tonnes","Caterpillar","C 12,9"
"SSS 2017","USV Maxlimer","Hush Craft Ltd","Hush Craft Ltd","Sea-Kit International","UK","September 2017","11,75m","8knots","","","","11,5tonnes","Hushcraft Hybrid System","Custom (DC generators)"
